WardCode,Year2020_Arson,Year2020_Criminal Damage,Year2020_Burglary Business and Community,Year2020_Domestic Burglary,Year2020_Drug Trafficking,Year2020_Possession of Drugs,Year2020_Dangerous Driving,Year2020_Obscene Publications,Year2020_Other Forgery,Year2020_Other Notifiable Offences,Year2020_Perverting Course of Justice,Year2020_Possession of False Documents,Year2020_Profitting From or Concealing Proceeds of Crime,Year2020_Threat or Possession With Intent to Commit Crimina,Year2020_Possession of Article with Blade or Point,Year2020_Possession of Firearm with Intent,Year2020_Possession of Firearms Offences,Year2020_Possession of Other Weapon,"Year2020_Other Offences Against the State, or Public Order",Year2020_Public Fear Alarm or Distress,"Year2020_Racially or Religiously Aggravated Public Fear, Al",Year2020_Robbery of Business Property,Year2020_Robbery of Personal Property,Year2020_Other Sexual Offences,Year2020_Rape,Year2020_Bicycle Theft,Year2020_Other Theft,Year2020_Shoplifting,Year2020_Theft from Person,Year2020_Aggravated Vehicle Taking,Year2020_Interfering with a Motor Vehicle,Year2020_Theft from a Motor Vehicle,Year2020_Theft or Taking of a Motor Vehicle,Year2020_Violence with Injury,Year2020_Violence without Injury,Year2020_Bigamy,"Year2020_Disclosure, Obstruction, False or Misleading State",Year2020_Absconding from Lawful Custody,Year2020_Bail Offences,Year2020_Perjury,Year2020_Soliciting for Prostitution,Year2021_Arson,Year2021_Criminal Damage,Year2021_Burglary Business and Community,Year2021_Domestic Burglary,Year2021_Drug Trafficking,Year2021_Possession of Drugs,Year2021_Dangerous Driving,Year2021_Obscene Publications,Year2021_Other Forgery,Year2021_Other Notifiable Offences,Year2021_Perverting Course of Justice,Year2021_Possession of False Documents,Year2021_Profitting From or Concealing Proceeds of Crime,Year2021_Threat or Possession With Intent to Commit Crimina,Year2021_Possession of Article with Blade or Point,Year2021_Possession of Firearm with Intent,Year2021_Possession of Firearms Offences,Year2021_Possession of Other Weapon,"Year2021_Other Offences Against the State, or Public Order",Year2021_Public Fear Alarm or Distress,"Year2021_Racially or Religiously Aggravated Public Fear, Al",Year2021_Robbery of Business Property,Year2021_Robbery of Personal Property,Year2021_Other Sexual Offences,Year2021_Rape,Year2021_Bicycle Theft,Year2021_Other Theft,Year2021_Shoplifting,Year2021_Theft from Person,Year2021_Aggravated Vehicle Taking,Year2021_Interfering with a Motor Vehicle,Year2021_Theft from a Motor Vehicle,Year2021_Theft or Taking of a Motor Vehicle,Year2021_Violence with Injury,Year2021_Violence without Injury,Year2021_Bigamy,"Year2021_Disclosure, Obstruction, False or Misleading State",Year2021_Absconding from Lawful Custody,Year2021_Bail Offences,Year2021_Perjury,Year2021_Soliciting for Prostitution,Year2022_Arson,Year2022_Criminal Damage,Year2022_Burglary Business and Community,Year2022_Domestic Burglary,Year2022_Drug Trafficking,Year2022_Possession of Drugs,Year2022_Dangerous Driving,Year2022_Obscene Publications,Year2022_Other Forgery,Year2022_Other Notifiable Offences,Year2022_Perverting Course of Justice,Year2022_Possession of False Documents,Year2022_Profitting From or Concealing Proceeds of Crime,Year2022_Threat or Possession With Intent to Commit Crimina,Year2022_Possession of Article with Blade or Point,Year2022_Possession of Firearm with Intent,Year2022_Possession of Firearms Offences,Year2022_Possession of Other Weapon,"Year2022_Other Offences Against the State, or Public Order",Year2022_Public Fear Alarm or Distress,"Year2022_Racially or Religiously Aggravated Public Fear, Al",Year2022_Robbery of Business Property,Year2022_Robbery of Personal Property,Year2022_Other Sexual Offences,Year2022_Rape,Year2022_Bicycle Theft,Year2022_Other Theft,Year2022_Shoplifting,Year2022_Theft from Person,Year2022_Aggravated Vehicle Taking,Year2022_Interfering with a Motor Vehicle,Year2022_Theft from a Motor Vehicle,Year2022_Theft or Taking of a Motor Vehicle,Year2022_Violence with Injury,Year2022_Violence without Injury,Year2022_Bigamy,"Year2022_Disclosure, Obstruction, False or Misleading State",Year2022_Absconding from Lawful Custody,Year2022_Bail Offences,Year2022_Perjury,Year2022_Soliciting for Prostitution
E05011222,4,81,13,32,6,39,0,3,NA,5,1,NA,NA,6,6,NA,0,3,11,65,16,2,14,17,8,9,68,61,1,2,19,91,32,106,219,NA,NA,NA,NA,NA,NA,3,116,16,42,7,48,1,6,NA,6,1,NA,NA,11,2,NA,1,2,6,71,20,3,10,26,11,13,101,77,6,3,19,74,73,151,310,NA,NA,NA,NA,NA,NA,1,23,2,17,3,1,0,2,NA,0,0,NA,NA,5,1,NA,0,1,6,22,10,1,4,6,1,1,34,28,1,0,7,20,15,38,77,NA,NA,NA,NA,NA,NA
E05011223,2,51,5,21,6,24,NA,1,NA,0,1,0,1,3,1,NA,0,2,10,31,6,0,5,9,6,3,34,23,4,NA,11,34,19,53,143,NA,NA,NA,NA,NA,NA,5,42,10,15,1,49,NA,1,NA,0,0,1,0,5,2,NA,1,1,2,40,9,1,12,9,8,10,45,19,7,NA,10,52,27,82,144,NA,NA,NA,NA,NA,NA,1,10,1,7,1,13,NA,0,NA,1,0,0,0,0,0,NA,0,0,1,17,1,0,1,4,2,2,10,6,0,NA,3,14,11,22,49,NA,NA,NA,NA,NA,NA
E05011224,2,43,1,24,2,25,1,3,NA,0,0,NA,1,1,5,NA,0,0,3,28,4,0,15,7,1,3,36,1,2,2,19,22,22,69,167,NA,NA,NA,NA,NA,NA,0,63,3,24,4,25,2,3,NA,2,2,NA,0,0,1,NA,1,4,14,34,5,1,7,13,8,6,42,1,1,0,13,66,47,86,197,NA,NA,NA,NA,NA,NA,0,15,1,8,2,5,0,4,NA,0,0,NA,0,0,0,NA,0,0,0,10,2,0,5,7,0,1,18,0,0,1,5,17,6,15,50,NA,NA,NA,NA,NA,NA
E05011225,1,99,24,71,25,92,NA,3,0,2,1,0,NA,13,3,1,0,6,11,73,19,1,16,8,12,4,140,52,6,1,26,75,34,115,243,NA,NA,NA,NA,NA,NA,5,110,11,57,2,81,NA,3,1,2,0,1,NA,9,6,0,1,0,15,71,18,2,10,27,16,13,173,73,12,0,11,56,55,147,328,NA,NA,NA,NA,NA,NA,0,18,0,10,1,10,NA,4,0,1,0,0,NA,2,0,1,0,2,1,16,3,0,4,11,3,1,56,14,0,0,4,12,16,33,85,NA,NA,NA,NA,NA,NA
E05011226,2,56,9,21,0,31,NA,5,NA,NA,1,NA,NA,7,3,1,NA,2,2,42,12,2,7,10,5,7,58,58,3,1,12,25,22,86,143,NA,NA,NA,NA,NA,NA,2,68,12,25,1,42,NA,8,NA,NA,0,NA,NA,7,3,0,NA,2,7,45,12,2,10,19,9,6,94,66,10,0,14,39,48,99,166,NA,NA,NA,NA,NA,NA,0,23,3,16,1,8,NA,0,NA,NA,0,NA,NA,1,0,1,NA,0,2,17,2,2,3,4,2,3,35,24,2,1,12,15,12,22,51,NA,NA,NA,NA,NA,NA
E05011227,1,19,1,11,0,18,NA,2,NA,2,1,NA,NA,1,0,NA,NA,1,1,15,1,NA,0,3,1,0,26,NA,2,NA,12,23,22,28,71,NA,NA,NA,NA,NA,NA,0,23,8,17,1,10,NA,2,NA,0,0,NA,NA,2,1,NA,NA,1,3,18,3,NA,4,0,3,0,23,NA,0,NA,11,26,26,31,81,NA,NA,NA,NA,NA,NA,0,12,1,9,0,4,NA,0,NA,0,0,NA,NA,2,0,NA,NA,0,1,3,3,NA,1,0,0,1,4,NA,1,NA,4,7,7,10,16,NA,NA,NA,NA,NA,NA
E05011228,4,54,2,28,1,20,NA,4,NA,2,NA,NA,NA,2,2,0,NA,2,10,25,6,0,8,9,8,2,35,7,3,1,11,28,25,79,129,NA,NA,NA,NA,NA,NA,4,80,7,25,0,25,NA,8,NA,2,NA,NA,NA,5,0,0,NA,1,5,30,6,1,0,18,9,5,35,8,2,3,8,23,36,92,180,NA,NA,NA,NA,NA,NA,0,14,0,6,1,2,NA,0,NA,0,NA,NA,NA,0,0,1,NA,0,0,11,2,0,2,7,1,1,20,4,1,1,3,12,8,30,56,NA,NA,NA,NA,NA,NA
E05011230,3,73,7,21,4,28,1,3,1,1,NA,0,NA,2,0,NA,0,5,8,47,24,2,4,19,6,4,57,47,6,1,21,93,31,73,187,NA,NA,NA,NA,NA,NA,5,106,20,37,4,61,0,10,0,1,NA,1,NA,7,1,NA,1,1,8,80,22,4,10,19,13,3,97,44,11,5,19,80,46,123,279,NA,NA,NA,NA,NA,NA,1,26,2,9,2,8,0,2,0,1,NA,0,NA,4,2,NA,1,0,5,16,1,1,2,8,1,1,40,9,7,0,1,26,10,45,66,NA,NA,NA,NA,NA,NA
E05011231,3,88,16,45,2,65,0,12,1,6,2,NA,0,2,2,0,NA,2,19,51,9,0,14,10,7,6,78,13,5,5,16,53,34,122,275,NA,0,NA,NA,NA,NA,7,134,13,47,7,76,0,8,0,3,1,NA,1,11,3,1,NA,4,17,42,10,2,10,16,11,3,139,7,6,0,23,77,50,137,321,NA,1,NA,NA,NA,NA,2,29,1,8,3,11,1,0,0,0,0,NA,0,4,1,0,NA,0,0,16,1,1,6,4,1,0,34,3,0,2,6,15,15,34,91,NA,0,NA,NA,NA,NA
E05011229,1,45,4,23,0,19,2,1,1,0,NA,NA,NA,2,1,0,NA,1,4,24,2,1,7,4,1,3,34,0,0,1,17,33,25,50,96,NA,NA,NA,NA,NA,NA,1,48,11,26,2,29,1,3,0,1,NA,NA,NA,4,1,1,NA,0,3,35,1,0,3,10,3,6,45,2,2,0,10,57,35,62,134,NA,NA,NA,NA,NA,NA,1,16,3,11,1,7,0,4,0,2,NA,NA,NA,0,1,0,NA,1,1,8,1,0,0,6,3,0,17,1,0,0,8,17,12,8,37,NA,NA,NA,NA,NA,NA
E05011232,4,75,3,30,5,57,1,8,0,2,1,0,NA,9,5,0,3,5,10,46,20,1,13,15,11,6,49,4,8,1,26,102,38,106,271,NA,NA,NA,NA,NA,NA,0,114,7,43,8,95,1,6,1,2,1,1,NA,5,7,1,1,7,9,62,13,1,20,20,18,17,112,4,4,1,26,104,92,132,336,NA,NA,NA,NA,NA,NA,1,23,1,9,5,22,0,2,0,0,1,0,NA,2,0,0,0,1,4,9,6,0,1,1,4,1,47,4,7,0,4,15,14,31,93,NA,NA,NA,NA,NA,NA
E05011233,0,31,5,23,1,23,0,5,1,1,0,NA,1,2,2,0,3,NA,5,14,4,0,2,9,4,0,24,6,NA,2,11,27,15,37,107,NA,NA,NA,NA,NA,NA,1,32,5,19,3,17,2,1,0,0,1,NA,1,1,1,1,0,NA,3,23,2,0,4,2,3,2,39,5,NA,1,15,42,33,46,110,NA,NA,NA,NA,NA,NA,0,11,0,6,3,8,0,2,0,0,0,NA,0,0,1,0,0,NA,0,3,2,1,0,2,2,0,6,0,NA,0,4,15,14,6,27,NA,NA,NA,NA,NA,NA
E05000085,4,76,14,41,5,62,0,5,0,2,1,1,1,9,2,2,NA,1,5,34,7,1,32,13,6,18,104,25,8,0,16,70,51,87,218,NA,NA,NA,NA,NA,NA,3,79,16,49,6,43,2,12,3,3,0,0,0,3,3,1,NA,3,2,63,22,1,13,13,14,35,155,21,22,4,10,63,30,115,266,NA,NA,NA,NA,NA,NA,1,16,2,7,7,7,0,3,0,0,0,0,0,2,0,0,NA,1,0,8,1,0,2,6,4,2,40,6,5,0,1,11,14,30,48,NA,NA,NA,NA,NA,NA
E05000086,5,67,7,43,4,54,1,4,1,2,1,NA,1,4,4,1,0,4,7,41,18,6,16,13,4,6,53,34,8,1,11,81,39,90,230,NA,NA,0,NA,NA,NA,1,112,13,57,7,84,0,6,1,1,0,NA,0,7,3,1,0,3,11,56,25,2,22,18,17,10,134,57,27,1,12,93,38,132,299,NA,NA,1,NA,NA,NA,0,16,1,12,6,21,0,2,1,0,0,NA,0,0,0,1,1,2,2,18,3,2,3,4,1,2,32,13,8,0,1,26,8,31,61,NA,NA,0,NA,NA,NA
E05000087,1,60,7,73,1,46,1,0,1,0,1,NA,0,0,2,1,NA,3,6,32,16,3,21,9,7,28,63,15,12,0,20,69,30,75,146,NA,NA,NA,NA,NA,NA,9,52,13,78,8,37,1,9,3,1,0,NA,2,3,2,1,NA,2,6,63,6,4,15,17,5,11,89,18,16,2,24,108,36,81,223,NA,NA,NA,NA,NA,NA,0,14,12,28,0,1,0,1,0,1,1,NA,0,0,1,0,NA,0,3,12,5,0,5,3,2,4,41,6,6,0,2,26,8,20,46,NA,NA,NA,NA,NA,NA
E05000088,6,79,11,52,6,48,1,4,0,3,0,0,1,0,1,2,NA,1,12,43,15,0,17,13,8,2,68,9,8,2,20,76,69,69,163,NA,NA,NA,NA,NA,NA,3,84,16,51,13,47,1,8,5,3,0,1,0,8,0,3,NA,5,12,50,12,2,18,19,10,3,83,15,10,4,20,115,64,113,284,NA,NA,NA,NA,NA,NA,1,11,7,28,7,12,0,3,0,0,1,0,0,1,0,0,NA,0,1,11,2,0,4,6,2,1,30,3,2,0,8,24,23,34,70,NA,NA,NA,NA,NA,NA
E05000089,2,80,12,59,8,94,1,3,3,1,NA,NA,1,3,4,1,0,2,8,60,21,2,28,12,12,9,98,16,12,1,13,68,46,113,252,NA,NA,NA,NA,NA,NA,1,103,21,72,14,163,2,4,2,4,NA,NA,3,6,14,2,2,2,18,92,21,3,36,23,12,9,130,41,15,1,30,114,58,153,341,NA,NA,NA,NA,NA,NA,3,23,6,30,8,29,1,5,0,0,NA,NA,1,0,3,0,0,4,5,15,5,2,15,4,1,2,25,8,9,1,4,25,8,50,62,NA,NA,NA,NA,NA,NA
E05000090,4,51,5,27,1,55,NA,7,1,NA,NA,NA,NA,1,9,2,0,4,9,54,10,1,18,13,2,4,51,11,9,0,19,59,36,61,151,0,NA,NA,NA,NA,NA,4,62,9,53,3,57,NA,1,1,NA,NA,NA,NA,8,1,2,1,4,10,56,9,1,31,14,9,3,75,13,14,3,12,68,65,93,205,1,NA,NA,NA,NA,NA,2,5,7,3,1,13,NA,4,1,NA,NA,NA,NA,2,1,0,0,0,3,18,2,1,5,8,1,0,17,6,4,0,3,12,16,19,47,0,NA,NA,NA,NA,NA
E05000091,1,107,7,86,23,244,0,5,0,2,2,3,4,6,10,1,3,5,37,77,17,7,57,17,18,16,116,48,40,4,33,102,49,231,437,NA,0,NA,NA,NA,NA,4,122,11,98,16,209,1,4,1,5,5,0,1,7,11,0,2,7,22,107,33,7,50,20,19,13,167,80,37,2,17,129,47,221,421,NA,2,NA,NA,NA,NA,2,33,7,14,7,86,0,4,0,0,0,0,0,0,4,0,0,4,3,17,7,1,14,8,5,3,48,13,8,0,6,28,17,61,110,NA,0,NA,NA,NA,NA
E05000092,2,68,13,73,8,143,0,1,1,NA,1,1,0,2,8,NA,2,3,13,59,19,5,29,15,8,26,85,10,30,2,19,79,41,124,256,NA,NA,NA,NA,NA,NA,3,99,21,64,13,130,1,8,1,NA,3,1,3,2,6,NA,0,4,7,70,12,1,41,16,11,21,127,16,49,2,12,97,47,163,285,NA,NA,NA,NA,NA,NA,0,20,7,16,10,35,0,1,0,NA,0,0,0,3,3,NA,0,2,2,21,1,2,9,5,7,8,37,7,12,0,3,29,13,44,102,NA,NA,NA,NA,NA,NA
E05000093,7,38,4,36,0,46,NA,3,0,1,NA,NA,NA,2,0,NA,2,2,1,24,7,0,14,2,3,7,41,28,3,2,24,66,26,37,99,NA,1,NA,NA,NA,NA,2,53,3,35,2,44,NA,0,1,2,NA,NA,NA,3,1,NA,1,2,5,25,12,1,14,4,6,6,60,18,10,0,9,93,30,62,118,NA,0,NA,NA,NA,NA,0,17,3,9,1,4,NA,2,0,0,NA,NA,NA,3,1,NA,0,0,1,3,6,0,3,1,1,0,28,4,6,1,5,22,7,18,35,NA,0,NA,NA,NA,NA
E05000094,1,73,24,115,3,66,1,7,0,2,1,1,1,6,7,NA,1,5,7,70,11,3,38,13,7,32,101,27,40,2,19,83,30,86,237,NA,NA,NA,NA,NA,NA,3,111,29,117,11,55,0,3,0,2,2,1,1,3,4,NA,1,8,17,94,18,1,36,13,13,45,180,29,60,0,18,124,34,114,309,NA,NA,NA,NA,NA,NA,1,26,6,36,2,18,0,3,1,0,2,1,0,1,0,NA,3,1,0,27,0,2,15,3,5,6,52,4,29,0,5,33,7,29,77,NA,NA,NA,NA,NA,NA
E05000095,4,64,12,93,14,87,2,6,1,1,0,NA,2,4,3,NA,2,6,4,58,19,1,38,15,13,11,97,20,26,NA,33,161,26,90,202,NA,NA,NA,NA,NA,NA,3,107,17,104,8,61,0,6,2,2,0,NA,0,7,2,NA,0,9,9,57,17,1,35,21,18,23,137,31,31,NA,25,200,58,121,285,NA,NA,NA,NA,NA,NA,0,16,5,26,8,21,0,2,0,0,1,NA,0,2,1,NA,0,3,2,6,6,2,13,7,7,6,36,7,7,NA,10,47,12,23,70,NA,NA,NA,NA,NA,NA
E05000096,5,33,13,31,5,40,0,5,0,NA,0,NA,NA,1,2,1,1,3,1,34,15,0,12,17,11,14,55,8,4,1,12,59,20,92,158,NA,NA,NA,NA,NA,NA,2,63,14,48,6,50,2,6,1,NA,1,NA,NA,1,4,0,1,0,9,54,17,2,12,24,10,15,77,11,12,2,14,101,26,115,213,NA,NA,NA,NA,NA,NA,2,22,1,10,0,8,0,2,0,NA,0,NA,NA,0,0,0,0,0,3,13,2,0,0,7,1,1,24,4,4,0,2,19,9,41,61,NA,NA,NA,NA,NA,NA
E05000097,4,77,9,53,9,61,0,9,NA,1,1,1,0,1,3,0,2,1,16,21,10,5,15,9,9,9,60,12,10,2,19,53,42,84,156,NA,NA,NA,NA,NA,NA,4,63,11,64,10,61,1,9,NA,0,4,0,1,6,4,1,0,3,9,49,16,2,34,22,14,14,91,9,21,2,17,81,31,99,262,NA,NA,NA,NA,NA,NA,0,17,2,16,4,14,0,8,NA,0,0,0,0,0,0,0,0,0,0,6,1,0,11,5,5,1,19,0,14,1,6,22,8,24,53,NA,NA,NA,NA,NA,NA
E05000098,0,57,21,76,2,50,0,2,0,1,0,1,0,3,3,NA,NA,3,10,39,8,2,37,14,6,48,96,21,16,2,13,75,60,58,150,1,NA,NA,NA,NA,NA,3,86,35,84,5,25,1,3,1,0,1,0,2,3,3,NA,NA,4,8,69,10,6,62,19,13,51,127,61,61,1,21,104,41,79,242,0,NA,NA,NA,NA,NA,0,15,13,22,3,10,0,4,1,0,1,0,0,0,1,NA,NA,0,2,8,5,0,22,2,3,16,36,8,21,0,6,38,18,28,46,0,NA,NA,NA,NA,NA
E05000099,4,56,9,71,3,72,1,6,NA,0,0,NA,1,1,5,0,NA,4,3,51,11,0,24,6,8,14,90,87,12,2,22,118,28,89,182,NA,NA,0,NA,NA,NA,1,84,17,71,5,74,2,5,NA,1,1,NA,1,3,3,2,NA,1,7,53,23,3,21,21,8,22,125,122,32,3,17,122,57,100,238,NA,NA,1,NA,NA,NA,0,15,9,19,1,14,0,5,NA,0,0,NA,0,0,0,0,NA,0,3,16,3,0,9,8,2,2,50,52,8,1,3,54,18,25,42,NA,NA,0,NA,NA,NA
E05000100,4,139,39,100,8,139,3,7,3,5,3,NA,1,6,3,3,3,3,14,98,21,9,30,12,16,29,185,55,16,3,47,252,87,221,473,0,NA,2,0,NA,NA,21,176,38,124,16,122,3,4,0,3,1,NA,2,9,6,0,0,5,18,126,40,7,64,32,16,21,244,118,23,4,26,260,104,282,573,1,NA,1,2,NA,NA,4,49,18,27,4,24,0,2,0,1,0,NA,0,2,1,0,0,0,4,32,4,5,18,9,4,8,76,43,6,2,11,72,18,57,137,0,NA,0,0,NA,NA
E05000101,1,49,5,23,7,77,3,8,0,1,1,NA,0,6,4,NA,1,1,1,32,7,0,17,15,7,11,62,10,7,2,16,34,21,61,181,NA,NA,NA,NA,NA,NA,0,61,6,39,10,59,1,11,1,0,0,NA,1,4,4,NA,0,1,5,47,17,3,20,11,9,4,80,11,17,1,7,46,24,95,231,NA,NA,NA,NA,NA,NA,0,21,2,10,1,10,0,2,0,0,0,NA,0,1,1,NA,0,0,2,16,5,0,7,2,2,1,22,1,7,0,1,11,10,23,46,NA,NA,NA,NA,NA,NA
E05000102,0,70,26,44,8,73,0,5,1,1,0,NA,1,5,5,2,2,6,9,56,18,6,42,17,9,12,105,56,37,2,27,96,42,100,245,NA,NA,NA,NA,NA,NA,5,86,22,49,9,161,1,5,3,3,2,NA,2,5,10,0,1,4,13,114,52,7,39,30,12,9,213,113,91,0,19,91,29,202,361,NA,NA,NA,NA,NA,NA,0,28,5,18,6,29,0,2,0,0,1,NA,0,0,1,0,0,2,6,27,6,1,15,5,8,8,54,29,30,0,3,40,5,57,118,NA,NA,NA,NA,NA,NA
E05000103,NA,63,4,38,4,53,1,5,2,0,0,1,0,2,5,1,1,2,6,50,15,1,21,10,4,7,85,7,3,1,20,60,35,91,162,NA,NA,NA,NA,NA,NA,NA,107,18,59,5,57,0,7,0,1,2,1,3,1,13,2,2,3,7,49,15,2,27,14,13,7,124,15,6,5,21,63,55,124,278,NA,NA,NA,NA,NA,NA,NA,10,1,16,3,16,0,2,0,0,0,0,1,0,0,1,0,1,5,6,5,0,7,2,3,2,37,1,6,0,3,32,16,33,67,NA,NA,NA,NA,NA,NA
E05000104,3,90,21,35,3,113,NA,7,0,0,1,NA,1,6,9,0,0,4,7,93,55,7,54,8,7,12,132,120,93,NA,8,38,46,157,305,NA,NA,NA,NA,NA,NA,2,122,18,32,5,98,NA,4,2,1,2,NA,2,7,4,1,1,9,10,95,51,3,40,28,9,13,243,161,166,NA,5,23,15,196,344,NA,NA,NA,NA,NA,NA,0,28,9,11,5,36,NA,3,1,0,1,NA,0,3,3,0,1,1,3,31,14,2,20,7,6,4,71,33,59,NA,3,12,14,42,96,NA,NA,NA,NA,NA,NA
E05000105,0,85,17,55,13,107,2,7,1,1,1,2,2,4,8,1,3,11,13,56,17,4,45,20,11,14,141,48,21,3,23,61,41,122,264,NA,NA,NA,NA,NA,NA,3,101,16,69,13,65,1,6,2,2,2,0,1,7,12,0,0,6,13,99,24,7,23,25,10,15,165,51,37,1,22,84,67,155,352,NA,NA,NA,NA,NA,NA,0,34,9,18,2,26,0,1,0,0,0,0,0,0,1,0,0,0,0,25,6,2,6,18,6,10,48,13,11,0,3,22,12,46,70,NA,NA,NA,NA,NA,NA
E05000106,2,27,6,37,4,17,2,2,1,2,NA,NA,2,2,2,NA,NA,1,8,31,3,1,7,6,2,3,29,22,3,0,25,82,21,34,98,NA,NA,NA,NA,NA,NA,0,54,8,55,5,20,1,12,0,2,NA,NA,1,2,1,NA,NA,2,1,39,5,1,3,8,2,10,52,33,3,2,21,79,60,41,110,NA,NA,NA,NA,NA,NA,0,6,4,7,0,6,0,1,0,0,NA,NA,0,1,0,NA,NA,0,0,9,0,0,0,4,0,0,17,6,1,1,8,15,16,12,32,NA,NA,NA,NA,NA,NA
E05000107,3,33,4,13,2,13,0,2,NA,10,NA,NA,NA,1,2,0,1,4,2,27,4,1,3,6,2,1,23,55,2,NA,7,23,8,31,94,NA,NA,NA,NA,NA,NA,2,53,9,16,1,16,2,2,NA,18,NA,NA,NA,2,2,1,0,2,4,24,3,1,5,9,4,0,40,60,3,NA,4,41,21,39,138,NA,NA,NA,NA,NA,NA,0,6,2,5,0,3,0,1,NA,14,NA,NA,NA,0,0,0,0,1,0,3,1,0,4,2,2,1,13,6,1,NA,4,15,11,5,28,NA,NA,NA,NA,NA,NA
E05000108,5,82,6,31,1,37,0,5,NA,1,0,NA,NA,5,6,0,1,0,0,43,8,3,12,11,3,7,78,13,3,0,19,80,36,60,159,NA,NA,NA,NA,NA,NA,4,83,15,51,2,37,2,7,NA,1,2,NA,NA,4,3,1,0,3,8,52,10,3,10,20,9,5,109,49,8,0,25,90,67,103,269,NA,NA,NA,NA,NA,NA,4,15,6,16,6,6,0,6,NA,0,0,NA,NA,1,1,0,0,0,4,17,3,0,2,3,4,1,37,5,2,2,4,35,15,29,54,NA,NA,NA,NA,NA,NA
E05000109,5,95,41,62,5,215,0,5,2,2,3,NA,1,4,11,NA,1,7,19,114,44,7,51,22,15,36,245,303,131,5,30,124,59,180,333,NA,NA,NA,NA,NA,NA,3,187,61,100,13,246,1,6,6,2,2,NA,0,7,20,NA,0,9,21,176,67,2,68,40,13,53,469,598,351,1,56,187,76,246,441,NA,NA,NA,NA,NA,NA,2,63,12,19,0,86,1,1,0,0,1,NA,0,3,2,NA,0,2,10,38,20,1,23,9,11,10,94,194,69,0,5,27,27,76,136,NA,NA,NA,NA,NA,NA
E05000110,2,32,15,47,1,17,NA,1,NA,2,NA,NA,NA,0,1,0,NA,1,1,18,2,3,2,5,NA,2,25,23,0,NA,32,56,21,29,64,NA,NA,NA,NA,NA,NA,0,25,13,26,2,11,NA,7,NA,1,NA,NA,NA,8,0,1,NA,0,5,29,2,0,2,14,NA,1,48,17,4,NA,15,47,27,28,84,NA,NA,NA,NA,NA,NA,0,10,2,3,2,1,NA,2,NA,0,NA,NA,NA,3,0,0,NA,0,1,8,1,0,0,2,NA,0,15,3,3,NA,1,15,4,9,19,NA,NA,NA,NA,NA,NA
E05000111,5,45,9,35,2,29,1,4,0,1,NA,NA,NA,3,2,NA,0,2,5,33,13,4,9,9,3,5,22,61,4,1,13,46,29,57,104,NA,NA,NA,NA,NA,NA,0,64,19,41,4,35,2,3,1,0,NA,NA,NA,2,5,NA,1,2,2,34,6,7,4,11,3,4,68,61,3,2,12,75,58,71,140,NA,NA,NA,NA,NA,NA,0,17,0,11,0,7,0,2,0,0,NA,NA,NA,1,0,NA,0,1,1,10,3,0,0,6,2,0,10,29,0,0,7,18,13,19,53,NA,NA,NA,NA,NA,NA
E05000112,4,46,8,36,2,32,1,5,1,NA,NA,NA,0,2,1,NA,NA,6,8,31,10,1,8,9,3,6,40,34,1,0,11,59,27,53,121,NA,NA,NA,NA,NA,NA,0,71,21,59,6,20,1,3,0,NA,NA,NA,1,4,2,NA,NA,0,6,47,16,7,15,13,4,14,65,48,10,4,25,111,32,65,197,NA,NA,NA,NA,NA,NA,1,16,11,17,0,2,0,2,0,NA,NA,NA,0,1,0,NA,NA,1,2,10,1,0,8,1,1,3,19,3,0,0,4,23,9,13,33,NA,NA,NA,NA,NA,NA
E05000113,0,60,13,41,3,44,3,3,2,2,0,NA,NA,0,3,0,0,1,4,38,9,2,17,14,8,10,52,61,7,1,11,88,27,59,148,NA,NA,NA,NA,NA,NA,3,62,28,82,2,57,2,4,1,3,1,NA,NA,4,2,1,1,2,9,65,15,0,16,16,5,12,81,63,11,0,29,137,41,107,218,NA,NA,NA,NA,NA,NA,0,13,1,20,2,14,0,2,0,1,0,NA,NA,0,1,0,0,0,1,15,5,2,10,4,3,0,30,13,4,0,5,19,15,35,58,NA,NA,NA,NA,NA,NA
E05000114,7,118,21,57,6,83,1,7,0,2,0,0,0,4,7,1,5,7,5,80,18,8,31,19,7,8,78,166,6,0,34,127,59,145,230,NA,0,NA,NA,NA,NA,11,206,37,88,6,103,1,10,1,3,2,1,1,10,4,1,1,5,12,103,29,9,23,19,10,5,130,424,5,1,38,129,83,169,344,NA,0,NA,NA,NA,NA,2,63,18,29,2,31,0,1,1,2,0,0,0,2,3,0,0,3,1,38,3,3,3,5,7,0,12,147,4,0,10,17,16,55,93,NA,1,NA,NA,NA,NA
E05000115,6,103,9,53,4,47,1,8,0,2,1,1,1,6,5,0,0,2,7,58,12,4,18,11,5,2,61,21,1,2,35,46,56,128,279,NA,NA,NA,NA,NA,NA,10,170,17,89,7,88,1,4,1,2,1,0,1,10,3,1,1,4,14,93,8,2,23,19,10,2,73,51,5,3,33,88,69,148,291,NA,NA,NA,NA,NA,NA,2,51,2,25,2,20,1,2,0,0,0,0,1,0,2,0,0,4,3,26,2,0,2,6,4,1,22,9,2,0,9,13,16,27,72,NA,NA,NA,NA,NA,NA
